"logFC","unshrunk.logFC","logCPM","PValue","FDR"
"Tcas012421",1.82822178393572,1.82839665017469,7.83842715911751,0.00335179978818602,0.209344065897386
"Tcas003028",-0.548459848969536,-0.548669999977334,5.88572167643551,0.00335615787336399,0.209344065897386
"Tcas000960",-0.705810087994409,-0.706089865323889,5.67267609817231,0.00337313797132498,0.209344065897386
"Tcas000610",1.12632012827106,1.1308104116624,2.46609185644396,0.00342255246062928,0.210496931893009
"Tcas009946",-1.18711006603024,-1.18892574846468,3.85785093977557,0.00343384706751005,0.210496931893009
"Tcas002386",-0.788933380250292,-0.789135912761915,6.40951379707379,0.00346202633566373,0.210828512421959
"Tcas010412",-1.16013880465226,-1.16023145579925,9.11364585577122,0.00348145561945789,0.210828512421959
"Tcas003042",-0.959155423340286,-0.959433990434295,6.16468013807683,0.00350503390900847,0.210977703727787
"Tcas006232",1.58077876059831,1.58771712910735,2.61553565186607,0.00362764599778912,0.216611557481496
"Tcas007594",2.83014243633181,2.83213158053602,5.12961706972913,0.00371472607038808,0.216611557481496
"Tcas007739",-0.56212468416744,-0.56236539141212,5.61286898204004,0.00372444840759937,0.216611557481496
"Tcas000694",0.876332831058918,0.877052749768715,5.08872180897833,0.0037454230332258,0.216611557481496
"Tcas003563",-1.09614668588095,-1.09643092102295,6.3304703875297,0.00376057972022012,0.216611557481496
"Tcas009937",0.998984541221439,0.999312125993745,5.85142082318871,0.00376909249579805,0.216611557481496
"Tcas000116",-1.43086509049065,-1.43449027320752,3.36930074656075,0.00376977325991309,0.216611557481496
"Tcas007310",1.01002001326288,1.01100961721086,4.47177884861644,0.00378701265816223,0.216611557481496
"Tcas009722",1.01741705157585,1.01774930781555,6.14127551492858,0.00379373724572276,0.216611557481496
"Tcas011986",-1.46731325153818,-1.48715757498068,1.09228524856451,0.00383702210797559,0.217838209675523
"Tcas009202",-0.869876907310796,-0.87000220992991,7.26697593721995,0.00386958882610094,0.218445940962715
"Tcas010706",2.16484754151418,2.17392229254503,3.03538523627434,0.0040121435788225,0.224650304739164
"Tcas010655",-1.20804045786348,-1.21080361331375,3.26825727705319,0.00402446002284931,0.224650304739164
"Tcas002230",1.40751901457216,1.40778967119786,6.87172570011925,0.00405275893422954,0.224790591434739
"Tcas012580",-1.16023515347095,-1.17374505144201,1.08536056588301,0.0040719672787918,0.224790591434739
"Tcas003220",-1.97278632375939,-1.9817692218204,2.64755346699812,0.004118136118182,0.226090198312498
"Tcas000800",2.39686459916812,2.39773703884798,6.30659253665623,0.00416769094686224,0.227560480552172
"Tcas002011",-0.505743306874923,-0.505849712710712,6.7317846790542,0.00424955519549918,0.230769323442542
"Tcas007164",1.27674484140883,1.28300016631208,2.10531339421394,0.00430094532486838,0.231700171348572
"Tcas011905",-0.720527552444646,-0.720937944065029,5.19397945835261,0.00431356816753583,0.231700171348572
"Tcas008465",-0.790713602406184,-0.791180396209357,5.24231464222103,0.00433626221398949,0.231700171348572
"Tcas010135",1.26020006666675,1.260273491016,8.38139855708621,0.00441040983292004,0.234408590694346
"Tcas012075",1.91931771644151,1.92170930085814,4.17207780120383,0.00450936405778509,0.237309939821542
"Tcas000792",-0.680441741079948,-0.681383509365944,4.03716518908417,0.00451249885569385,0.237309939821542
"Tcas003878",-0.487462142548408,-0.487668206961921,5.63232981276329,0.00454527671916218,0.237782225015018
"Tcas004250",0.757194993830819,0.757475554388977,5.95596255283564,0.00457428990893475,0.238053670677479
"Tcas004943",1.22547252068495,1.22600520750522,5.77881032400677,0.00465732503578313,0.241119128277436
"Tcas004372",1.09275666753757,1.1017546623334,1.89210640406586,0.00473323936361014,0.243256966089776
"Tcas002631",-0.701052822544622,-0.701469795548998,5.18645319940099,0.00474730868569919,0.243256966089776
"Tcas010820",0.695760710895328,0.696109369605453,5.62252089170858,0.00477490446439946,0.243422680654487
"Tcas001710",-0.569013033823715,-0.56942348051036,4.92843436563176,0.00482787921868369,0.244021013298417
"Tcas005550",1.61522950823987,1.61612909550683,5.38881586790504,0.00487736455685409,0.244021013298417
"Tcas001190",-0.956633224619477,-0.956923320386753,6.51855774276606,0.00489809428904649,0.244021013298417
"Tcas008517",-0.837984026741606,-0.839193866921744,3.91905843327326,0.00492007956058761,0.244021013298417
"Tcas009142",-0.829347519163879,-0.830205150067687,4.52616140452547,0.00492230479119973,0.244021013298417
"Tcas007124",-1.53923109485242,-1.53940847028562,7.82458728582627,0.00501201712401905,0.244021013298417
"Tcas011930",-2.12790460986582,-2.12797017146093,11.2513429962515,0.00503383242008098,0.244021013298417
"Tcas003270",-0.604557929289165,-0.604821579692376,5.62065894744203,0.00507170797822253,0.244021013298417
"Tcas002960",0.746214652998757,0.747531343606621,3.86851698425061,0.00507941175631045,0.244021013298417
"Tcas002560",0.504263595701775,0.504418005668781,6.37093656533503,0.00510605739268563,0.244021013298417
"Tcas010012",1.20967998919113,1.22658643175155,0.99745706354404,0.00511761490868113,0.244021013298417
"Tcas008094",0.881352830245535,0.881697621928451,5.68600121174824,0.00512788995108279,0.244021013298417
"Tcas010109",-2.04184379439274,-2.04598754331756,3.80435763396659,0.00515393613042924,0.244021013298417
"Tcas011713",0.966330783434819,0.968186774282924,3.62061898017544,0.00515693958141181,0.244021013298417
"Tcas005092",-0.878929813479508,-0.879047520119783,7.50901263236269,0.00518025691954694,0.244021013298417
"Tcas004432",4.61411830781597,4.83989083766248,0.794197737861059,0.00520348557399487,0.244021013298417
"Tcas005850",1.40497699507686,1.40514212322139,7.42468140729348,0.00521255996591095,0.244021013298417
"Tcas005082",2.20602405749305,2.20630573047194,7.79830668217958,0.00524603994007034,0.244021013298417
"Tcas011377",1.54947901331084,1.56914645864335,1.11726961737675,0.00525065230776219,0.244021013298417
"Tcas001386",1.11757640136287,1.11798183792586,6.03118410110103,0.00538432429231474,0.249074853374115
"Tcas000783",3.33896179371371,3.37709206824168,1.50485924000473,0.00545304094448873,0.251091175655905
"Tcas000331",2.50936238825719,2.56821112643387,0.721259093137401,0.00560116009513288,0.256521799979892
"Tcas002003",-1.20027587364185,-1.20029496938485,11.4320055088152,0.00562232527978346,0.256521799979892
"Tcas010117",1.23100501172407,1.23147634753613,5.66818566483345,0.00571461684560051,0.257734466910628
"Tcas010634",1.03042926248874,1.03389614240674,2.85400301643872,0.00572602928294154,0.257734466910628
"Tcas004653",-1.16045997753154,-1.16802029366984,1.95908441234265,0.0057307165286911,0.257734466910628
"Tcas003909",2.84367797120586,2.84463242195564,6.28443789699833,0.00578553225346811,0.257734466910628
"Tcas011474",-3.00186769873946,-3.01712384069061,2.28293164882015,0.00578821928391438,0.257734466910628
"Tcas005070",0.93381075674305,0.935320009936361,3.79674252818273,0.00580677948237515,0.257734466910628
"Tcas002644",-0.732659043081138,-0.733391157227749,4.35477229157779,0.00582946252219796,0.257734466910628
"Tcas003536",2.94596064737644,2.94678604402852,6.53682671810412,0.00591719444463991,0.259367313872292
"Tcas009478",-1.39737557928464,-1.39967195398595,3.68682059803695,0.00595170697818612,0.259367313872292
"Tcas009484",-1.97090045270259,-1.97618439783929,3.4654372463851,0.00596909756594439,0.259367313872292
"Tcas001770",4.46237422273218,4.88145780672226,0.258075319456682,0.00599077699261708,0.259367313872292
"Tcas011097",0.545374160601419,0.545573093260755,6.36265738738259,0.00599618189596671,0.259367313872292
"Tcas000790",1.19407538322565,1.19865675159598,2.65502101464884,0.00608133701658127,0.261916894265862
"Tcas012598",1.82082212096738,1.88023055188091,0.50938391915875,0.00619144437525988,0.265514644624879
"Tcas000054",0.556359548043298,0.556664690357019,5.42712857664984,0.00633998028919741,0.269025657482546
"Tcas008287",-2.76627477497402,-2.80000888028079,1.48356828314593,0.00634669964817679,0.269025657482546
"Tcas000131",-0.57785678163363,-0.57819873022252,5.3247336692973,0.00635408878761819,0.269025657482546
"Tcas003474",-0.570725946184848,-0.570811719137041,7.0354345864297,0.00639260395205467,0.269063678209038
"Tcas002516",1.1101277311868,1.11201839561775,3.55545472839011,0.00640884261546747,0.269063678209038
"Tcas002098",-0.844629213621572,-0.844781386725216,7.03104121688145,0.00648897088780404,0.271287854020661
"Tcas000820",2.48294414606162,2.48343100523895,6.87505004203932,0.00655281257363711,0.272815430149092
"Tcas008014",-1.04425186042549,-1.04439847725466,8.66301838869958,0.00659438866582231,0.2731317612058
"Tcas002595",-0.489886215420945,-0.490237151342585,4.95696264826351,0.00661508068572894,0.2731317612058
"Tcas004755",-0.52412532383833,-0.524198743298157,7.4042691229003,0.00667852154163151,0.274616408411449
"Tcas010258",1.07627905533826,1.07652428126033,6.60709179438319,0.0067658910522017,0.277068784399998
"Tcas003021",-0.680228245821839,-0.680467499729372,5.92488070997688,0.00681690340219995,0.277652105139394
"Tcas003139",1.26776266441822,1.26997937303323,3.56919482172398,0.00684249331627928,0.277652105139394
"Tcas010740",1.73468777070802,1.74365171145463,2.31278520526912,0.00690113463069701,0.277652105139394
"Tcas008096",1.05250799200301,1.05681036857307,2.70176112903263,0.00692709891224556,0.277652105139394
"Tcas002336",-0.760558628396992,-0.760985065347064,5.3970525832442,0.00697044393093045,0.277652105139394
"Tcas000227",-0.538903365065804,-0.538996745618801,6.91882559774104,0.00697990612205009,0.277652105139394
"Tcas001730",1.43705447525033,1.43732873247502,6.56211167899664,0.00699449618832765,0.277652105139394
"Tcas005369",-1.01737633839361,-1.01852126866013,4.37253950317999,0.00700243499751074,0.277652105139394
"Tcas012447",-0.641601796993407,-0.642577163448302,3.89454719291092,0.00706218598222772,0.278914475630116
"Tcas007464",0.867151912602765,0.867519459447918,5.55816500538888,0.0071490018711515,0.280644968468683
"Tcas002912",0.965991023198657,0.966057399376575,8.49292112165126,0.0071621764371011,0.280644968468683
"Tcas009824",1.00795026264708,1.00802539929568,8.17299722372624,0.00725437546520293,0.283147342376202
"Tcas003817",0.709917453222335,0.710187865220331,6.02026271900979,0.00748329272385789,0.290945762244311
"Tcas012402",0.813149773232775,0.813662667393382,5.25270890665814,0.0075280806739266,0.291552643774708
"Tcas006286",-0.619804922720268,-0.620766359268625,3.88488298741998,0.00758445905334357,0.292601987880343
"Tcas012428",1.05037595573591,1.05094211932725,5.63135628083785,0.00769676081638493,0.293008009941313
"Tcas011193",0.711066557366336,0.711267115445484,5.95879204528252,0.00770707625581989,0.293008009941313
"Tcas002192",0.90364125173477,0.90390063405929,6.03981575534264,0.00771928036176428,0.293008009941313
"Tcas004456",-1.36478073958158,-1.36889996499634,3.50347390332547,0.00776361922879863,0.293008009941313
"Tcas006354",-0.640991951714956,-0.641862664399991,3.97195963748814,0.00777031736021419,0.293008009941313
"Tcas007511",-0.492404660679603,-0.492658313459285,5.38686031478484,0.00777092900665013,0.293008009941313
"Tcas006077",-1.59245105657673,-1.59281510058111,6.88942683921189,0.00781485426630443,0.293556480559826
"Tcas012325",3.47335257008865,3.47426611762116,6.90655846026745,0.00785005373277071,0.293774295497547
"Tcas004201",1.08338324313191,1.08373369128526,6.32254852621821,0.00790965267197241,0.294247711337443
"Tcas001522",0.578677780425306,0.578733135979125,7.86428969683345,0.00792160071554965,0.294247711337443
"Tcas009978",-0.911631501839871,-0.914493054607245,2.93000969784282,0.00799928817569861,0.296032916487335
"Tcas009186",-1.38506891162239,-1.38683714581205,4.09980748176015,0.00819205450212108,0.302048002159387
"Tcas010196",-0.99172554723396,-0.996032092709413,2.47055178280315,0.0083966741278069,0.305497483614272
"Tcas004118",-1.29046652494336,-1.29239060692465,3.80850788762051,0.00840069989877035,0.305497483614272
